日期,销售额,订单数,客单价,类别,渠道
2024-04-07,10933.55,46,237.69,美妆,线下
2024-04-07,11407.55,39,292.5,美妆,小程序
2024-04-07,11590.27,127,91.26,美妆,APP
2024-04-08,13171.99,131,100.55,电子产品,线上
2024-04-08,8023.37,101,79.44,电子产品,线下
2024-04-08,6332.83,32,197.9,电子产品,小程序
2024-04-08,14876.1,147,101.2,电子产品,APP
2024-04-08,4193.98,90,46.6,服装,线上
2024-04-08,9485.28,51,185.99,服装,线下
2024-04-08,9931.08,103,96.42,服装,小程序
2024-04-08,11886.62,80,148.58,服装,APP
2024-04-08,11678.09,92,126.94,图书,线上
2024-04-08,3784.81,21,180.23,图书,线下
2024-04-08,16415.23,92,178.43,图书,小程序
2024-04-08,5384.75,123,43.78,图书,APP
2024-04-08,4055.72,30,135.19,家居,线上
2024-04-08,8300.43,24,345.85,家居,线下
2024-04-08,4514.22,44,102.6,家居,小程序
2024-04-08,15259.41,126,121.11,家居,APP
2024-04-08,13753.09,90,152.81,食品,线上
2024-04-08,8014.98,108,74.21,食品,线下
2024-04-08,9190.04,100,91.9,食品,小程序
2024-04-08,10510.93,32,328.47,食品,APP
2024-04-08,9090.89,136,66.84,美妆,线上
2024-04-08,10504.12,51,205.96,美妆,线下
2024-04-08,15446.3,46,335.79,美妆,小程序
2024-04-08,3946.63,32,123.33,美妆,APP
2024-04-09,15266.6,55,277.57,电子产品,线上
2024-04-09,5041.31,102,49.42,电子产品,线下
2024-04-09,15776.67,131,120.43,电子产品,小程序
2024-04-09,6761.88,42,161.0,电子产品,APP
2024-04-09,6262.46,114,54.93,服装,线上
2024-04-09,15134.46,21,720.69,服装,线下
2024-04-09,16808.99,33,509.36,服装,小程序
2024-04-09,7235.25,31,233.4,服装,APP
2024-04-09,5121.77,97,52.8,图书,线上
2024-04-09,4614.12,104,44.37,图书,线下
2024-04-09,13314.23,117,113.8,图书,小程序
2024-04-09,7380.39,63,117.15,图书,APP
2024-04-09,16677.66,137,121.73,家居,线上
2024-04-09,5250.92,101,51.99,家居,线下
2024-04-09,15783.86,125,126.27,家居,小程序
2024-04-09,12590.01,51,246.86,家居,APP
2024-04-09,10955.54,81,135.25,食品,线上
2024-04-09,11752.2,145,81.05,食品,线下
2024-04-09,17408.59,102,170.67,食品,小程序
2024-04-09,14516.9,143,101.52,食品,APP
2024-04-09,6754.63,87,77.64,美妆,线上
2024-04-09,14425.45,41,351.84,美妆,线下
2024-04-09,8560.0,82,104.39,美妆,小程序
2024-04-09,12910.5,72,179.31,美妆,APP
2024-04-10,13475.2,39,345.52,电子产品,线上
2024-04-10,17422.37,35,497.78,电子产品,线下
2024-04-10,6594.9,75,87.93,电子产品,小程序
2024-04-10,10240.82,118,86.79,电子产品,APP
2024-04-10,6244.7,46,135.75,服装,线上
2024-04-10,8419.82,100,84.2,服装,线下
2024-04-10,14409.56,99,145.55,服装,小程序
2024-04-10,13668.39,59,231.67,服装,APP
2024-04-10,15654.73,47,333.08,图书,线上
2024-04-10,16600.43,76,218.43,图书,线下
2024-04-10,16637.1,118,140.99,图书,小程序
2024-04-10,17469.42,71,246.05,图书,APP
2024-04-10,14688.1,68,216.0,家居,线上
2024-04-10,4543.8,128,35.5,家居,线下
2024-04-10,5906.44,98,60.27,家居,小程序
2024-04-10,17133.31,46,372.46,家居,APP
2024-04-10,5665.35,47,120.54,食品,线上
2024-04-10,14189.07,81,175.17,食品,线下
2024-04-10,3801.54,137,27.75,食品,小程序
2024-04-10,6232.04,27,230.82,食品,APP
2024-04-10,10356.19,135,76.71,美妆,线上
2024-04-10,8583.9,50,171.68,美妆,线下
2024-04-10,16782.99,41,409.34,美妆,小程序
2024-04-10,8619.13,74,116.47,美妆,APP
2024-04-11,5738.75,148,38.78,电子产品,线上
2024-04-11,9752.92,105,92.88,电子产品,线下
2024-04-11,4342.62,89,48.79,电子产品,小程序
2024-04-11,8878.15,32,277.44,电子产品,APP
2024-04-11,12872.45,128,100.57,服装,线上
2024-04-11,6359.17,68,93.52,服装,线下
2024-04-11,9349.59,90,103.88,服装,小程序
2024-04-11,11166.97,146,76.49,服装,APP
2024-04-11,11010.2,47,234.26,图书,线上
2024-04-11,13338.56,83,160.71,图书,线下
2024-04-11,17318.11,76,227.87,图书,小程序
2024-04-11,5231.19,29,180.39,图书,APP
2024-04-11,11821.15,81,145.94,家居,线上
2024-04-11,4524.41,45,100.54,家居,线下
2024-04-11,7527.03,123,61.2,家居,小程序
2024-04-11,9195.12,45,204.34,家居,APP
2024-04-11,6730.99,88,76.49,食品,线上
2024-04-11,10674.33,63,169.43,食品,线下
2024-04-11,14836.45,108,137.37,食品,小程序
2024-04-11,12704.53,93,136.61,食品,APP
2024-04-11,14093.78,44,320.31,美妆,线上
2024-04-11,6232.36,142,43.89,美妆,线下
2024-04-11,14168.39,81,174.92,美妆,小程序
2024-04-11,6019.69,37,162.69,美妆,APP
2024-04-12,5995.29,105,57.1,电子产品,线上
2024-04-12,16545.97,56,295.46,电子产品,线下
2024-04-12,17443.5,141,123.71,电子产品,小程序
2024-04-12,9754.93,25,390.2,电子产品,APP
2024-04-12,6151.7,87,70.71,服装,线上
2024-04-12,16278.16,63,258.38,服装,线下
2024-04-12,13370.71,22,607.76,服装,小程序
2024-04-12,12144.76,141,86.13,服装,APP
2024-04-12,11988.69,145,82.68,图书,线上
2024-04-12,16162.49,140,115.45,图书,线下
2024-04-12,5171.36,24,215.47,图书,小程序
2024-04-12,11760.01,94,125.11,图书,APP
2024-04-12,15617.71,148,105.53,家居,线上
2024-04-12,6004.78,57,105.35,家居,线下
2024-04-12,14752.87,45,327.84,家居,小程序
2024-04-12,7980.42,105,76.0,家居,APP
2024-04-12,10110.26,109,92.75,食品,线上
2024-04-12,17839.93,85,209.88,食品,线下
2024-04-12,13143.44,84,156.47,食品,小程序
2024-04-12,8839.28,23,384.32,食品,APP
2024-04-12,15508.21,97,159.88,美妆,线上
2024-04-12,13816.12,143,96.62,美妆,线下
2024-04-12,5219.93,25,208.8,美妆,小程序
2024-04-12,5725.56,125,45.8,美妆,APP
2024-04-13,15990.34,56,285.54,电子产品,线上
2024-04-13,8776.59,27,325.06,电子产品,线下
2024-04-13,7145.76,130,54.97,电子产品,小程序
2024-04-13,8808.76,42,209.73,电子产品,APP
2024-04-13,6415.44,116,55.31,服装,线上
2024-04-13,12846.06,90,142.73,服装,线下
2024-04-13,16292.12,135,120.68,服装,小程序
2024-04-13,17884.81,64,279.45,服装,APP
2024-04-13,7448.46,109,68.33,图书,线上
2024-04-13,16448.97,120,137.07,图书,线下
2024-04-13,12129.33,90,134.77,图书,小程序
2024-04-13,8084.65,30,269.49,图书,APP
2024-04-13,11990.12,107,112.06,家居,线上
2024-04-13,15670.98,51,307.27,家居,线下
2024-04-13,9878.96,136,72.64,家居,小程序
2024-04-13,11804.32,108,109.3,家居,APP
2024-04-13,7782.34,22,353.74,食品,线上
2024-04-13,10825.25,57,189.92,食品,线下
2024-04-13,10353.9,58,178.52,食品,小程序
2024-04-13,11175.9,94,118.89,食品,APP
2024-04-13,12630.13,61,207.05,美妆,线上
2024-04-13,8002.58,93,86.05,美妆,线下
2024-04-13,4547.57,95,47.87,美妆,小程序
2024-04-13,3838.96,30,127.97,美妆,APP
2024-04-14,6785.26,51,133.04,电子产品,线上
2024-04-14,4402.17,98,44.92,电子产品,线下
2024-04-14,3703.75,110,33.67,电子产品,小程序
2024-04-14,13216.3,20,660.81,电子产品,APP
2024-04-14,4354.39,55,79.17,服装,线上
2024-04-14,8714.78,92,94.73,服装,线下
2024-04-14,15031.36,148,101.56,服装,小程序
2024-04-14,13289.95,59,225.25,服装,APP
2024-04-14,17476.74,89,196.37,图书,线上
2024-04-14,5700.94,70,81.44,图书,线下
2024-04-14,9902.94,40,247.57,图书,小程序
2024-04-14,7852.1,28,280.43,图书,APP
2024-04-14,10500.08,110,95.46,家居,线上
2024-04-14,7241.22,118,61.37,家居,线下
2024-04-14,9765.19,45,217.0,家居,小程序
2024-04-14,16596.12,97,171.09,家居,APP
2024-04-14,12298.46,64,192.16,食品,线上
2024-04-14,11817.42,102,115.86,食品,线下
2024-04-14,15308.93,55,278.34,食品,小程序
2024-04-14,13551.23,71,190.86,食品,APP
2024-04-14,7259.98,126,57.62,美妆,线上
2024-04-14,11677.69,97,120.39,美妆,线下
2024-04-14,8058.19,96,83.94,美妆,小程序
2024-04-14,11857.45,138,85.92,美妆,APP
2024-04-15,11606.79,116,100.06,电子产品,线上
2024-04-15,15057.12,131,114.94,电子产品,线下
2024-04-15,5046.85,133,37.95,电子产品,小程序
2024-04-15,13769.71,148,93.04,电子产品,APP
2024-04-15,17280.88,111,155.68,服装,线上
2024-04-15,10477.2,129,81.22,服装,线下
2024-04-15,10450.56,125,83.6,服装,小程序
2024-04-15,10373.72,26,398.99,服装,APP
2024-04-15,17610.66,127,138.67,图书,线上
2024-04-15,4935.82,55,89.74,图书,线下
2024-04-15,12618.63,97,130.09,图书,小程序
2024-04-15,15118.76,115,131.47,图书,APP
2024-04-15,5502.37,95,57.92,家居,线上
2024-04-15,4426.92,120,36.89,家居,线下
2024-04-15,5482.84,21,261.09,家居,小程序
2024-04-15,10395.95,137,75.88,家居,APP
2024-04-15,15885.41,41,387.45,食品,线上
2024-04-15,4443.79,47,94.55,食品,线下
2024-04-15,8509.81,44,193.4,食品,小程序
2024-04-15,15633.71,143,109.33,食品,APP
2024-04-15,13718.08,35,391.95,美妆,线上
2024-04-15,5417.31,150,36.12,美妆,线下
2024-04-15,14429.37,33,437.25,美妆,小程序
2024-04-15,13878.21,56,247.83,美妆,APP
2024-04-16,11896.33,146,81.48,电子产品,线上
2024-04-16,5660.71,59,95.94,电子产品,线下
2024-04-16,8070.44,99,81.52,电子产品,小程序
2024-04-16,14197.7,21,676.08,电子产品,APP
2024-04-16,15464.53,71,217.81,服装,线上
2024-04-16,5342.9,20,267.14,服装,线下
2024-04-16,5904.18,50,118.08,服装,小程序
2024-04-16,11277.72,83,135.88,服装,APP
2024-04-16,6655.29,141,47.2,图书,线上
2024-04-16,4023.65,149,27.0,图书,线下
2024-04-16,10164.24,34,298.95,图书,小程序
2024-04-16,17228.77,96,179.47,图书,APP
2024-04-16,9589.11,67,143.12,家居,线上
2024-04-16,15679.21,86,182.32,家居,线下
2024-04-16,15699.95,132,118.94,家居,小程序
2024-04-16,16251.18,51,318.65,家居,APP
2024-04-16,9996.32,25,399.85,食品,线上
2024-04-16,6369.83,81,78.64,食品,线下
2024-04-16,6164.26,71,86.82,食品,小程序
2024-04-16,10638.05,94,113.17,食品,APP
2024-04-16,7902.8,45,175.62,美妆,线上
2024-04-16,17712.9,146,121.32,美妆,线下
2024-04-16,9043.87,90,100.49,美妆,小程序
2024-04-16,9393.27,47,199.86,美妆,APP
2024-04-17,10506.08,128,82.08,电子产品,线上
2024-04-17,5859.08,92,63.69,电子产品,线下
2024-04-17,10404.81,119,87.44,电子产品,小程序
2024-04-17,3840.94,97,39.6,电子产品,APP
2024-04-17,4180.33,133,31.43,服装,线上
2024-04-17,4306.12,110,39.15,服装,线下
2024-04-17,17846.47,139,128.39,服装,小程序
2024-04-17,16663.78,137,121.63,服装,APP
2024-04-17,7753.47,60,129.22,图书,线上
2024-04-17,8943.09,148,60.43,图书,线下
2024-04-17,6780.44,119,56.98,图书,小程序
2024-04-17,11228.32,64,175.44,图书,APP
2024-04-17,13330.73,110,121.19,家居,线上
2024-04-17,13330.94,106,125.76,家居,线下
2024-04-17,10440.12,55,189.82,家居,小程序
2024-04-17,7774.6,97,80.15,家居,APP
2024-04-17,17267.88,37,466.7,食品,线上
2024-04-17,17160.21,143,120.0,食品,线下
2024-04-17,9219.37,140,65.85,食品,小程序
2024-04-17,12593.83,66,190.82,食品,APP
2024-04-17,12155.28,149,81.58,美妆,线上
2024-04-17,15088.88,86,175.45,美妆,线下
2024-04-17,5583.25,102,54.74,美妆,小程序
2024-04-17,12343.83,109,113.25,美妆,APP
2024-04-18,12334.34,123,100.28,电子产品,线上
2024-04-18,4693.89,27,173.85,电子产品,线下
2024-04-18,16288.73,60,271.48,电子产品,小程序
2024-04-18,7119.9,47,151.49,电子产品,APP
2024-04-18,11077.11,141,78.56,服装,线上
2024-04-18,8479.05,79,107.33,服装,线下
2024-04-18,18199.82,80,227.5,服装,小程序
2024-04-18,5253.51,64,82.09,服装,APP
2024-04-18,14457.88,118,122.52,图书,线上
2024-04-18,14866.57,127,117.06,图书,线下
2024-04-18,17328.46,35,495.1,图书,小程序
2024-04-18,12739.49,49,259.99,图书,APP
2024-04-18,4248.23,38,111.8,家居,线上
2024-04-18,10221.23,115,88.88,家居,线下
2024-04-18,12660.11,27,468.89,家居,小程序
2024-04-18,17345.83,102,170.06,家居,APP
2024-04-18,5286.46,135,39.16,食品,线上
2024-04-18,9276.76,71,130.66,食品,线下
2024-04-18,6588.0,145,45.43,食品,小程序
2024-04-18,10161.91,93,109.27,食品,APP
2024-04-18,7028.14,61,115.22,美妆,线上
2024-04-18,10110.89,69,146.53,美妆,线下
2024-04-18,4966.57,26,191.02,美妆,小程序
2024-04-18,12993.89,44,295.32,美妆,APP
2024-04-19,6733.37,55,122.42,电子产品,线上
2024-04-19,16973.6,112,151.55,电子产品,线下
2024-04-19,15208.3,38,400.22,电子产品,小程序
2024-04-19,8769.85,147,59.66,电子产品,APP
2024-04-19,6534.39,73,89.51,服装,线上
2024-04-19,12179.43,141,86.38,服装,线下
2024-04-19,11147.32,111,100.43,服装,小程序
2024-04-19,12893.66,55,234.43,服装,APP
2024-04-19,15612.27,132,118.27,图书,线上
2024-04-19,10058.52,116,86.71,图书,线下
2024-04-19,16686.85,40,417.17,图书,小程序
2024-04-19,5599.9,96,58.33,图书,APP
2024-04-19,5209.75,147,35.44,家居,线上
2024-04-19,7134.72,104,68.6,家居,线下
2024-04-19,4046.24,94,43.05,家居,小程序
2024-04-19,17403.87,84,207.19,家居,APP
2024-04-19,9507.94,111,85.66,食品,线上
2024-04-19,4720.41,60,78.67,食品,线下
2024-04-19,18084.45,39,463.7,食品,小程序
2024-04-19,11645.76,81,143.77,食品,APP
2024-04-19,16378.32,148,110.66,美妆,线上
2024-04-19,8347.15,34,245.5,美妆,线下
2024-04-19,11816.76,48,246.18,美妆,小程序
2024-04-19,12363.56,87,142.11,美妆,APP
2024-04-20,13469.0,28,481.04,电子产品,线上
2024-04-20,8768.93,86,101.96,电子产品,线下
2024-04-20,6718.02,35,191.94,电子产品,小程序
2024-04-20,5805.07,104,55.82,电子产品,APP
2024-04-20,17509.29,35,500.27,服装,线上
2024-04-20,7241.52,38,190.57,服装,线下
2024-04-20,15742.03,29,542.83,服装,小程序
2024-04-20,8885.25,38,233.82,服装,APP
2024-04-20,17893.02,40,447.33,图书,线上
2024-04-20,16962.68,142,119.46,图书,线下
2024-04-20,17843.71,89,200.49,图书,小程序
2024-04-20,14514.29,46,315.53,图书,APP
2024-04-20,4258.87,149,28.58,家居,线上
2024-04-20,7086.85,109,65.02,家居,线下
2024-04-20,10162.76,97,104.77,家居,小程序
2024-04-20,15382.35,78,197.21,家居,APP
2024-04-20,4047.76,34,119.05,食品,线上
2024-04-20,4120.99,70,58.87,食品,线下
2024-04-20,11693.78,117,99.95,食品,小程序
2024-04-20,13897.11,24,579.05,食品,APP
2024-04-20,11966.82,33,362.63,美妆,线上
2024-04-20,9500.8,116,81.9,美妆,线下
2024-04-20,14098.41,130,108.45,美妆,小程序
2024-04-20,14186.35,55,257.93,美妆,APP
2024-04-21,5475.65,50,109.51,电子产品,线上
2024-04-21,17181.8,114,150.72,电子产品,线下
2024-04-21,9013.51,107,84.24,电子产品,小程序
2024-04-21,10282.67,34,302.43,电子产品,APP
2024-04-21,7311.75,43,170.04,服装,线上
2024-04-21,12560.7,78,161.03,服装,线下
2024-04-21,9931.3,31,320.36,服装,小程序
2024-04-21,18586.61,23,808.11,服装,APP
2024-04-21,16823.97,83,202.7,图书,线上
2024-04-21,15915.8,39,408.1,图书,线下
2024-04-21,4593.03,132,34.8,图书,小程序
2024-04-21,6449.37,31,208.04,图书,APP
2024-04-21,8449.4,82,103.04,家居,线上
2024-04-21,18693.7,53,352.71,家居,线下
2024-04-21,12822.9,142,90.3,家居,小程序
2024-04-21,13593.65,39,348.56,家居,APP
2024-04-21,4888.44,72,67.89,食品,线上
2024-04-21,11157.45,111,100.52,食品,线下
2024-04-21,17189.19,76,226.17,食品,小程序
2024-04-21,10387.77,97,107.09,食品,APP
2024-04-21,17845.03,94,189.84,美妆,线上
2024-04-21,16759.79,82,204.39,美妆,线下
2024-04-21,11635.46,88,132.22,美妆,小程序
2024-04-21,8520.29,148,57.57,美妆,APP
2024-04-22,5331.21,108,49.36,电子产品,线上
2024-04-22,17306.82,144,120.19,电子产品,线下
2024-04-22,7969.98,72,110.69,电子产品,小程序
2024-04-22,17481.68,79,221.29,电子产品,APP
2024-04-22,8348.42,73,114.36,服装,线上
2024-04-22,5607.56,56,100.14,服装,线下
2024-04-22,4300.55,80,53.76,服装,小程序
2024-04-22,14266.7,136,104.9,服装,APP
2024-04-22,18098.42,25,723.94,图书,线上
2024-04-22,11266.44,28,402.37,图书,线下
2024-04-22,7827.29,118,66.33,图书,小程序
2024-04-22,8280.32,41,201.96,图书,APP
2024-04-22,4659.38,118,39.49,家居,线上
2024-04-22,11213.04,117,95.84,家居,线下
2024-04-22,9547.77,31,307.99,家居,小程序
2024-04-22,7137.53,117,61.0,家居,APP
2024-04-22,6535.45,130,50.27,食品,线上
2024-04-22,11771.68,98,120.12,食品,线下
2024-04-22,4231.92,109,38.82,食品,小程序
2024-04-22,17860.41,106,168.49,食品,APP
2024-04-22,17641.89,87,202.78,美妆,线上
2024-04-22,15950.14,75,212.67,美妆,线下
2024-04-22,15152.94,107,141.62,美妆,小程序
2024-04-22,14679.57,131,112.06,美妆,APP
2024-04-23,16858.8,34,495.85,电子产品,线上
2024-04-23,15977.2,119,134.26,电子产品,线下
2024-04-23,18169.3,93,195.37,电子产品,小程序
2024-04-23,16749.58,138,121.37,电子产品,APP
2024-04-23,10181.61,86,118.39,服装,线上
2024-04-23,6233.59,117,53.28,服装,线下
2024-04-23,10838.85,80,135.49,服装,小程序
2024-04-23,5770.07,23,250.87,服装,APP
2024-04-23,8018.85,90,89.1,图书,线上
2024-04-23,5069.94,83,61.08,图书,线下
2024-04-23,15432.37,95,162.45,图书,小程序
2024-04-23,8877.58,121,73.37,图书,APP
2024-04-23,4360.82,90,48.45,家居,线上
2024-04-23,9242.67,84,110.03,家居,线下
2024-04-23,15599.9,23,678.26,家居,小程序
2024-04-23,5655.75,102,55.45,家居,APP
2024-04-23,16409.39,65,252.45,食品,线上
2024-04-23,10483.41,24,436.81,食品,线下
2024-04-23,10424.49,139,75.0,食品,小程序
2024-04-23,4336.61,111,39.07,食品,APP
2024-04-23,11033.4,75,147.11,美妆,线上
2024-04-23,9951.57,40,248.79,美妆,线下
2024-04-23,7954.56,100,79.55,美妆,小程序
2024-04-23,18181.69,132,137.74,美妆,APP
2024-04-24,6522.77,90,72.48,电子产品,线上
2024-04-24,7732.87,146,52.96,电子产品,线下
2024-04-24,5724.79,64,89.45,电子产品,小程序
2024-04-24,6023.44,32,188.23,电子产品,APP
2024-04-24,7325.11,29,252.59,服装,线上
2024-04-24,6590.33,149,44.23,服装,线下
2024-04-24,16854.19,101,166.87,服装,小程序
2024-04-24,4430.76,78,56.8,服装,APP
2024-04-24,4716.95,86,54.85,图书,线上
2024-04-24,18595.08,24,774.8,图书,线下
2024-04-24,14089.36,110,128.09,图书,小程序
2024-04-24,11995.86,31,386.96,图书,APP
2024-04-24,12908.52,109,118.43,家居,线上
2024-04-24,5450.72,149,36.58,家居,线下
2024-04-24,10529.41,150,70.2,家居,小程序
2024-04-24,4969.44,72,69.02,家居,APP
2024-04-24,8738.27,115,75.98,食品,线上
2024-04-24,16377.17,126,129.98,食品,线下
2024-04-24,4877.51,129,37.81,食品,小程序
2024-04-24,17086.13,56,305.11,食品,APP
2024-04-24,4168.81,112,37.22,美妆,线上
2024-04-24,8877.84,124,71.6,美妆,线下
2024-04-24,17413.01,115,151.42,美妆,小程序
2024-04-24,10937.23,95,115.13,美妆,APP
2024-04-25,13290.19,61,217.87,电子产品,线上
2024-04-25,9424.47,94,100.26,电子产品,线下
2024-04-25,17990.85,26,691.96,电子产品,小程序
2024-04-25,5429.87,74,73.38,电子产品,APP
2024-04-25,16127.09,150,107.51,服装,线上
2024-04-25,14720.72,150,98.14,服装,线下
2024-04-25,15752.62,108,145.86,服装,小程序
2024-04-25,18137.66,116,156.36,服装,APP
2024-04-25,16472.98,28,588.32,图书,线上
2024-04-25,13825.85,58,238.38,图书,线下
2024-04-25,9619.38,40,240.48,图书,小程序
2024-04-25,18369.95,77,238.57,图书,APP
2024-04-25,12428.77,127,97.86,家居,线上
2024-04-25,12025.84,51,235.8,家居,线下
2024-04-25,16730.09,33,506.97,家居,小程序
2024-04-25,13064.38,132,98.97,家居,APP
2024-04-25,8641.57,69,125.24,食品,线上
2024-04-25,16553.49,95,174.25,食品,线下
2024-04-25,17697.6,104,170.17,食品,小程序
2024-04-25,7515.67,112,67.1,食品,APP
2024-04-25,7329.98,100,73.3,美妆,线上
2024-04-25,15214.88,49,310.51,美妆,线下
2024-04-25,14374.79,133,108.08,美妆,小程序
2024-04-25,14980.3,124,120.81,美妆,APP
2024-04-26,9367.26,110,85.16,电子产品,线上
2024-04-26,12407.26,39,318.13,电子产品,线下
2024-04-26,17829.36,143,124.68,电子产品,小程序
2024-04-26,13092.51,134,97.71,电子产品,APP
2024-04-26,15864.74,78,203.39,服装,线上
2024-04-26,12543.28,52,241.22,服装,线下
2024-04-26,17999.0,82,219.5,服装,小程序
2024-04-26,15713.86,124,126.72,服装,APP
2024-04-26,14147.09,55,257.22,图书,线上
2024-04-26,13097.51,93,140.83,图书,线下
2024-04-26,9056.35,50,181.13,图书,小程序
2024-04-26,5075.01,127,39.96,图书,APP
2024-04-26,11558.66,57,202.78,家居,线上
2024-04-26,12645.38,70,180.65,家居,线下
2024-04-26,17603.35,136,129.44,家居,小程序
2024-04-26,4064.72,50,81.29,家居,APP
2024-04-26,10235.96,140,73.11,食品,线上
2024-04-26,15199.56,52,292.3,食品,线下
2024-04-26,17137.75,130,131.83,食品,小程序
2024-04-26,4193.61,62,67.64,食品,APP
2024-04-26,18982.09,53,358.15,美妆,线上
2024-04-26,11709.78,119,98.4,美妆,线下
2024-04-26,17670.53,110,160.64,美妆,小程序
2024-04-26,5778.41,81,71.34,美妆,APP
2024-04-27,14791.02,50,295.82,电子产品,线上
2024-04-27,9022.49,106,85.12,电子产品,线下
2024-04-27,12938.18,47,275.28,电子产品,小程序
2024-04-27,19129.23,31,617.07,电子产品,APP
2024-04-27,4977.87,110,45.25,服装,线上
2024-04-27,18449.4,124,148.79,服装,线下
2024-04-27,13543.27,131,103.38,服装,小程序
2024-04-27,8291.89,142,58.39,服装,APP
2024-04-27,14608.51,66,221.34,图书,线上
2024-04-27,14971.28,150,99.81,图书,线下
2024-04-27,5132.19,21,244.39,图书,小程序
2024-04-27,12970.09,114,113.77,图书,APP
2024-04-27,14205.57,136,104.45,家居,线上
2024-04-27,9676.97,132,73.31,家居,线下
2024-04-27,6561.09,91,72.1,家居,小程序
2024-04-27,18370.2,44,417.5,家居,APP
2024-04-27,7415.06,146,50.79,食品,线上
2024-04-27,9088.75,150,60.59,食品,线下
2024-04-27,16821.85,129,130.4,食品,小程序
2024-04-27,8229.87,118,69.74,食品,APP
2024-04-27,8742.2,65,134.5,美妆,线上
2024-04-27,18504.67,30,616.82,美妆,线下
2024-04-27,16359.38,73,224.1,美妆,小程序
2024-04-27,10463.63,91,114.98,美妆,APP
2024-04-28,12741.98,100,127.42,电子产品,线上
2024-04-28,5396.55,92,58.66,电子产品,线下
2024-04-28,6417.68,93,69.01,电子产品,小程序
2024-04-28,8089.39,132,61.28,电子产品,APP
2024-04-28,7313.96,63,116.09,服装,线上
2024-04-28,8315.32,86,96.69,服装,线下
2024-04-28,19129.93,47,407.02,服装,小程序
2024-04-28,18137.16,91,199.31,服装,APP
2024-04-28,6037.96,72,83.86,图书,线上
2024-04-28,12387.2,150,82.58,图书,线下
2024-04-28,15517.36,27,574.72,图书,小程序
2024-04-28,13101.07,30,436.7,图书,APP
2024-04-28,18682.9,69,270.77,家居,线上
2024-04-28,3963.48,26,152.44,家居,线下
2024-04-28,9567.09,92,103.99,家居,小程序
2024-04-28,18404.15,129,142.67,家居,APP
2024-04-28,15165.66,52,291.65,食品,线上
2024-04-28,16693.65,95,175.72,食品,线下
2024-04-28,18036.46,50,360.73,食品,小程序
2024-04-28,10723.17,130,82.49,食品,APP
2024-04-28,11477.53,42,273.27,美妆,线上
2024-04-28,17210.42,91,189.13,美妆,线下
2024-04-28,15158.62,49,309.36,美妆,小程序
2024-04-28,18815.44,40,470.39,美妆,APP
2024-04-29,15420.31,76,202.9,电子产品,线上
2024-04-29,15157.96,103,147.16,电子产品,线下
2024-04-29,6307.96,105,60.08,电子产品,小程序
2024-04-29,8159.44,38,214.72,电子产品,APP
2024-04-29,14839.22,100,148.39,服装,线上
2024-04-29,17715.57,29,610.88,服装,线下
2024-04-29,10598.54,101,104.94,服装,小程序
2024-04-29,6830.17,29,235.52,服装,APP
2024-04-29,18598.19,22,845.37,图书,线上
2024-04-29,7691.16,116,66.3,图书,线下
2024-04-29,17402.95,76,228.99,图书,小程序
2024-04-29,14320.25,87,164.6,图书,APP
2024-04-29,11168.31,144,77.56,家居,线上
2024-04-29,16499.61,147,112.24,家居,线下
2024-04-29,8260.12,70,118.0,家居,小程序
2024-04-29,13721.99,42,326.71,家居,APP
2024-04-29,18623.79,74,251.67,食品,线上
2024-04-29,3926.86,37,106.13,食品,线下
2024-04-29,11487.42,73,157.36,食品,小程序
2024-04-29,14888.55,29,513.4,食品,APP
2024-04-29,10362.52,87,119.11,美妆,线上
2024-04-29,13390.18,80,167.38,美妆,线下
2024-04-29,13767.62,143,96.28,美妆,小程序
2024-04-29,12104.22,66,183.4,美妆,APP
2024-04-30,17568.01,79,222.38,电子产品,线上
2024-04-30,17523.61,144,121.69,电子产品,线下
2024-04-30,11529.7,120,96.08,电子产品,小程序
2024-04-30,13205.99,143,92.35,电子产品,APP
2024-04-30,8495.42,76,111.78,服装,线上
2024-04-30,5644.23,93,60.69,服装,线下
2024-04-30,10429.6,134,77.83,服装,小程序
2024-04-30,8962.38,128,70.02,服装,APP
2024-04-30,5698.0,138,41.29,图书,线上
2024-04-30,18789.57,49,383.46,图书,线下
2024-04-30,9307.88,121,76.92,图书,小程序
2024-04-30,14872.26,143,104.0,图书,APP
2024-04-30,16979.72,145,117.1,家居,线上
2024-04-30,13256.09,80,165.7,家居,线下
2024-04-30,4345.12,88,49.38,家居,小程序
2024-04-30,11798.62,124,95.15,家居,APP
2024-04-30,4841.07,102,47.46,食品,线上
2024-04-30,7968.76,101,78.9,食品,线下
2024-04-30,10299.3,133,77.44,食品,小程序
2024-04-30,10516.9,86,122.29,食品,APP
2024-04-30,18105.06,88,205.74,美妆,线上
2024-04-30,11456.23,76,150.74,美妆,线下
2024-04-30,9187.37,31,296.37,美妆,小程序
2024-04-30,8699.36,124,70.16,美妆,APP
2024-05-01,7372.73,62,118.91,电子产品,线上
2024-05-01,12295.65,48,256.16,电子产品,线下
2024-05-01,18738.47,104,180.18,电子产品,小程序
2024-05-01,5932.09,25,237.28,电子产品,APP
2024-05-01,18776.03,25,751.04,服装,线上
2024-05-01,16462.96,43,382.86,服装,线下
2024-05-01,16119.13,105,153.52,服装,小程序
2024-05-01,18180.81,36,505.02,服装,APP
2024-05-01,14155.9,73,193.92,图书,线上
